invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,discounted_price
I249320,C256281,Female,38,Shoes,2,1200.34,Cash,8/2/2023,Emaar Square Mall,1080.306
I109024,C272965,Female,37,Shoes,3,1800.51,Cash,12/5/2021,Metrocity,1620.459
I959803,C281587,Female,48,Shoes,1,600.17,Debit Card,23/06/2022,Kanyon,540.153
I657367,C149182,Female,52,Shoes,3,1800.51,Cash,14/02/2021,Mall of Istanbul,1620.459
I321015,C248655,Female,41,Shoes,4,2400.68,Credit Card,9/8/2021,Zorlu Center,2160.612
I327790,C259891,Female,65,Shoes,3,1800.51,Cash,19/09/2021,Kanyon,1620.459
I683077,C123745,Female,50,Shoes,2,1200.34,Debit Card,16/08/2021,Metropol AVM,1080.306
I517380,C261060,Female,54,Shoes,1,600.17,Cash,25/01/2023,Mall of Istanbul,540.153
I316656,C128341,Female,40,Shoes,3,1800.51,Cash,7/10/2021,Kanyon,1620.459
I673113,C159787,Female,45,Shoes,3,1800.51,Credit Card,13/12/2022,Istinye Park,1620.459
I228873,C144747,Female,60,Shoes,1,600.17,Cash,14/12/2021,Emaar Square Mall,540.153
I177008,C276889,Female,48,Shoes,1,600.17,Credit Card,12/11/2021,Viaport Outlet,540.153
I224248,C110508,Female,49,Shoes,4,2400.68,Credit Card,16/11/2021,Mall of Istanbul,2160.612
I978388,C725859,Female,46,Shoes,1,600.17,Cash,6/2/2022,Mall of Istanbul,540.153
I292465,C834923,Female,59,Shoes,4,2400.68,Credit Card,29/08/2022,Kanyon,2160.612
I669473,C175011,Female,41,Shoes,4,2400.68,Cash,21/10/2022,Mall of Istanbul,2160.612
I352678,C732993,Female,61,Shoes,2,1200.34,Credit Card,4/10/2022,Mall of Istanbul,1080.306
I211512,C167777,Female,65,Shoes,2,1200.34,Cash,7/11/2021,Istinye Park,1080.306
I299645,C162097,Female,37,Shoes,4,2400.68,Debit Card,22/04/2022,Kanyon,2160.612
I789424,C153515,Female,49,Shoes,2,1200.34,Cash,3/9/2022,Emaar Square Mall,1080.306
I107329,C427144,Female,63,Shoes,4,2400.68,Credit Card,15/01/2021,Metrocity,2160.612
I289891,C323773,Female,53,Shoes,1,600.17,Debit Card,5/2/2022,Metrocity,540.153
I133496,C316943,Female,61,Shoes,1,600.17,Credit Card,16/01/2023,Mall of Istanbul,540.153
I140043,C644268,Female,50,Shoes,5,3000.85,Debit Card,24/02/2023,Istinye Park,2700.765
I132459,C257017,Female,37,Shoes,4,2400.68,Credit Card,3/6/2021,Metropol AVM,2160.612
I312108,C335686,Female,54,Shoes,4,2400.68,Credit Card,30/01/2021,Zorlu Center,2160.612
I285349,C311167,Female,59,Shoes,5,3000.85,Debit Card,11/2/2021,Metropol AVM,2700.765
I181481,C167938,Female,33,Shoes,3,1800.51,Credit Card,13/07/2022,Istinye Park,1620.459
I241425,C259160,Female,48,Shoes,2,1200.34,Debit Card,26/12/2022,Istinye Park,1080.306
I189841,C123635,Female,59,Shoes,1,600.17,Debit Card,27/12/2021,Mall of Istanbul,540.153
I707253,C421826,Female,67,Shoes,5,3000.85,Debit Card,8/1/2021,Cevahir AVM,2700.765
I569760,C186609,Female,68,Shoes,3,1800.51,Debit Card,25/11/2021,Kanyon,1620.459
I957939,C178374,Female,41,Shoes,1,600.17,Credit Card,25/04/2021,Viaport Outlet,540.153
I807123,C321442,Female,36,Shoes,5,3000.85,Cash,8/1/2021,Istinye Park,2700.765
I175788,C328080,Female,41,Shoes,1,600.17,Credit Card,6/3/2021,Mall of Istanbul,540.153
I424695,C290376,Female,49,Shoes,5,3000.85,Cash,25/04/2022,Cevahir AVM,2700.765
I189686,C193297,Female,38,Shoes,4,2400.68,Cash,28/12/2022,Cevahir AVM,2160.612
I436240,C173066,Female,55,Shoes,3,1800.51,Cash,8/7/2021,Zorlu Center,1620.459
I172806,C294328,Female,50,Shoes,5,3000.85,Debit Card,7/11/2021,Kanyon,2700.765
I233253,C336168,Female,33,Shoes,3,1800.51,Credit Card,3/12/2022,Metrocity,1620.459
I219753,C293479,Female,39,Shoes,3,1800.51,Cash,5/9/2022,Istinye Park,1620.459
I882442,C688411,Female,64,Shoes,4,2400.68,Cash,19/05/2021,Istinye Park,2160.612
I331046,C132609,Female,59,Shoes,1,600.17,Cash,28/10/2022,Zorlu Center,540.153
I783130,C124712,Female,32,Shoes,2,1200.34,Credit Card,20/07/2021,Emaar Square Mall,1080.306
I292793,C148216,Female,66,Shoes,2,1200.34,Debit Card,15/01/2021,Viaport Outlet,1080.306
I329957,C469138,Female,67,Shoes,1,600.17,Credit Card,28/09/2021,Metrocity,540.153
I942284,C195662,Female,64,Shoes,3,1800.51,Cash,16/12/2021,Cevahir AVM,1620.459
I233579,C324557,Female,55,Shoes,1,600.17,Cash,5/8/2022,Istinye Park,540.153
I112471,C321886,Female,45,Shoes,3,1800.51,Cash,7/12/2021,Viaport Outlet,1620.459
I305212,C257608,Female,32,Shoes,2,1200.34,Credit Card,10/12/2022,Istinye Park,1080.306
I228729,C131334,Female,62,Shoes,2,1200.34,Debit Card,9/10/2022,Cevahir AVM,1080.306
I170396,C276838,Female,48,Shoes,2,1200.34,Cash,16/09/2022,Zorlu Center,1080.306
I164217,C299448,Female,38,Shoes,3,1800.51,Cash,29/07/2021,Cevahir AVM,1620.459
I213873,C130467,Female,50,Shoes,3,1800.51,Debit Card,20/05/2021,Metrocity,1620.459
I228882,C995124,Female,50,Shoes,5,3000.85,Cash,11/2/2022,Istinye Park,2700.765
I114827,C869172,Female,66,Shoes,4,2400.68,Cash,14/03/2021,Viaport Outlet,2160.612
I600774,C128783,Female,32,Shoes,1,600.17,Cash,13/08/2021,Mall of Istanbul,540.153
I321103,C331700,Female,31,Shoes,4,2400.68,Debit Card,14/09/2021,Kanyon,2160.612
I151346,C309786,Female,37,Shoes,3,1800.51,Debit Card,10/4/2021,Zorlu Center,1620.459
I242403,C256516,Female,53,Shoes,3,1800.51,Credit Card,7/8/2021,Istinye Park,1620.459
I449060,C161667,Female,35,Shoes,4,2400.68,Credit Card,27/06/2022,Forum Istanbul,2160.612
I330341,C122767,Female,64,Shoes,1,600.17,Credit Card,18/08/2021,Kanyon,540.153
I173532,C204585,Female,52,Shoes,5,3000.85,Cash,26/12/2022,Metrocity,2700.765
I206387,C279639,Female,37,Shoes,5,3000.85,Credit Card,28/08/2022,Zorlu Center,2700.765
I251118,C313025,Female,31,Shoes,4,2400.68,Cash,19/11/2022,Metropol AVM,2160.612
I279942,C240193,Female,36,Shoes,5,3000.85,Debit Card,26/06/2021,Metrocity,2700.765
I138370,C302809,Female,64,Shoes,1,600.17,Debit Card,2/3/2022,Mall of Istanbul,540.153
I261187,C545086,Female,66,Shoes,2,1200.34,Credit Card,4/1/2021,Kanyon,1080.306
I290073,C136154,Female,66,Shoes,1,600.17,Cash,18/05/2022,Emaar Square Mall,540.153
I190845,C234243,Female,33,Shoes,3,1800.51,Debit Card,30/06/2021,Mall of Istanbul,1620.459
I310514,C120995,Female,49,Shoes,3,1800.51,Debit Card,7/9/2021,Zorlu Center,1620.459
I161882,C224859,Female,66,Shoes,2,1200.34,Credit Card,7/9/2021,Metrocity,1080.306
I230127,C304066,Female,49,Shoes,2,1200.34,Debit Card,28/06/2021,Metrocity,1080.306
I132751,C133116,Female,52,Shoes,5,3000.85,Cash,8/7/2021,Metrocity,2700.765
I369014,C325708,Female,43,Shoes,1,600.17,Cash,9/6/2021,Emaar Square Mall,540.153
I143372,C225103,Female,38,Shoes,3,1800.51,Cash,9/6/2021,Metropol AVM,1620.459
I153928,C151740,Female,49,Shoes,1,600.17,Cash,27/07/2021,Cevahir AVM,540.153
I294468,C217547,Female,42,Shoes,1,600.17,Cash,15/09/2022,Forum Istanbul,540.153
I105122,C132004,Female,31,Shoes,1,600.17,Debit Card,4/2/2023,Kanyon,540.153
I122326,C297321,Female,57,Shoes,2,1200.34,Cash,2/12/2022,Metrocity,1080.306
I329798,C662533,Female,39,Shoes,2,1200.34,Credit Card,5/7/2022,Mall of Istanbul,1080.306
I153705,C364096,Female,40,Shoes,3,1800.51,Credit Card,12/10/2021,Kanyon,1620.459
I302280,C241410,Female,60,Shoes,4,2400.68,Credit Card,21/08/2022,Zorlu Center,2160.612
I100223,C212702,Female,45,Shoes,5,3000.85,Credit Card,21/11/2022,Metrocity,2700.765
I110183,C236466,Female,62,Shoes,4,2400.68,Credit Card,13/12/2022,Metrocity,2160.612
I317719,C345494,Female,61,Shoes,3,1800.51,Cash,25/07/2021,Metropol AVM,1620.459
I283631,C480810,Female,61,Shoes,3,1800.51,Cash,27/03/2022,Kanyon,1620.459
I243483,C110915,Female,45,Shoes,3,1800.51,Cash,1/7/2022,Emaar Square Mall,1620.459
I896013,C120325,Female,52,Shoes,5,3000.85,Cash,12/8/2022,Kanyon,2700.765
I198938,C331030,Female,47,Shoes,1,600.17,Credit Card,16/10/2022,Kanyon,540.153
I227297,C428978,Female,39,Shoes,5,3000.85,Credit Card,21/08/2021,Metrocity,2700.765
I426700,C177309,Female,51,Shoes,2,1200.34,Cash,19/04/2021,Viaport Outlet,1080.306
I580806,C308075,Female,41,Shoes,4,2400.68,Credit Card,22/05/2022,Kanyon,2160.612
I113304,C320979,Female,45,Shoes,2,1200.34,Cash,1/5/2022,Metrocity,1080.306
I791906,C946179,Female,45,Shoes,4,2400.68,Cash,27/01/2021,Kanyon,2160.612
I237433,C127523,Female,63,Shoes,5,3000.85,Credit Card,17/10/2022,Forum Istanbul,2700.765
I223552,C100696,Female,39,Shoes,3,1800.51,Debit Card,24/09/2022,Cevahir AVM,1620.459
I190672,C117358,Female,34,Shoes,5,3000.85,Debit Card,28/12/2022,Viaport Outlet,2700.765
I309681,C333464,Female,50,Shoes,5,3000.85,Cash,31/12/2021,Metrocity,2700.765
I207870,C208585,Female,33,Shoes,4,2400.68,Credit Card,27/02/2021,Istinye Park,2160.612
I127914,C183278,Female,63,Shoes,1,600.17,Debit Card,13/01/2021,Kanyon,540.153
I987120,C235350,Female,50,Shoes,5,3000.85,Cash,21/02/2021,Kanyon,2700.765
I211556,C323277,Female,52,Shoes,3,1800.51,Cash,7/2/2023,Mall of Istanbul,1620.459
I335389,C226787,Female,43,Shoes,2,1200.34,Credit Card,20/07/2021,Kanyon,1080.306
I166177,C247033,Female,32,Shoes,5,3000.85,Cash,26/08/2021,Cevahir AVM,2700.765
I129119,C124613,Female,54,Shoes,2,1200.34,Cash,2/1/2021,Metrocity,1080.306
I269344,C254369,Female,33,Shoes,4,2400.68,Cash,22/10/2022,Kanyon,2160.612
I182483,C321197,Female,36,Shoes,5,3000.85,Credit Card,11/9/2022,Mall of Istanbul,2700.765
I537563,C622206,Female,37,Shoes,2,1200.34,Credit Card,14/03/2021,Metrocity,1080.306
I128993,C126576,Female,55,Shoes,2,1200.34,Debit Card,14/06/2022,Metrocity,1080.306
I278329,C154566,Female,63,Shoes,2,1200.34,Credit Card,15/01/2021,Kanyon,1080.306
I806397,C220068,Female,31,Shoes,3,1800.51,Debit Card,2/1/2022,Viaport Outlet,1620.459
I211571,C814887,Female,45,Shoes,1,600.17,Credit Card,2/11/2021,Mall of Istanbul,540.153
I463821,C925161,Female,51,Shoes,4,2400.68,Debit Card,14/11/2022,Metropol AVM,2160.612
I497489,C206908,Female,41,Shoes,1,600.17,Credit Card,29/08/2022,Istinye Park,540.153
I274434,C415075,Female,47,Shoes,1,600.17,Cash,24/09/2021,Metropol AVM,540.153
I236117,C215120,Female,54,Shoes,1,600.17,Credit Card,22/02/2021,Metrocity,540.153
I297542,C195589,Female,52,Shoes,5,3000.85,Cash,22/10/2021,Zorlu Center,2700.765
I433134,C254678,Female,64,Shoes,5,3000.85,Credit Card,4/6/2021,Zorlu Center,2700.765
I701549,C939167,Female,53,Shoes,1,600.17,Credit Card,24/09/2022,Zorlu Center,540.153
I219045,C251688,Female,69,Shoes,3,1800.51,Cash,17/06/2021,Istinye Park,1620.459
I261634,C746796,Female,63,Shoes,3,1800.51,Cash,30/08/2022,Kanyon,1620.459
I196659,C185523,Female,52,Shoes,5,3000.85,Debit Card,10/8/2022,Metropol AVM,2700.765
I302045,C201836,Female,36,Shoes,1,600.17,Credit Card,12/12/2021,Kanyon,540.153
I879038,C256448,Female,51,Shoes,1,600.17,Debit Card,22/01/2023,Mall of Istanbul,540.153
I758949,C172371,Female,67,Shoes,5,3000.85,Cash,11/9/2022,Metrocity,2700.765
I114473,C325050,Female,44,Shoes,2,1200.34,Cash,4/1/2023,Forum Istanbul,1080.306
I345856,C100691,Female,51,Shoes,1,600.17,Credit Card,18/07/2022,Kanyon,540.153
I167641,C146576,Female,34,Shoes,5,3000.85,Credit Card,10/3/2021,Metrocity,2700.765
I292384,C201299,Female,69,Shoes,3,1800.51,Credit Card,29/06/2021,Metropol AVM,1620.459
I126737,C257876,Female,50,Shoes,1,600.17,Credit Card,20/08/2021,Metropol AVM,540.153
I833379,C313633,Female,44,Shoes,1,600.17,Cash,18/05/2022,Cevahir AVM,540.153
I121110,C222722,Female,65,Shoes,2,1200.34,Cash,10/2/2023,Mall of Istanbul,1080.306
I270540,C277091,Female,52,Shoes,1,600.17,Credit Card,24/02/2022,Metropol AVM,540.153
I168438,C642988,Female,60,Shoes,4,2400.68,Cash,25/06/2021,Viaport Outlet,2160.612
I204929,C200366,Female,32,Shoes,3,1800.51,Cash,31/12/2022,Istinye Park,1620.459
I234327,C128798,Female,55,Shoes,2,1200.34,Debit Card,2/3/2022,Istinye Park,1080.306
I663300,C420242,Female,61,Shoes,5,3000.85,Cash,8/10/2021,Mall of Istanbul,2700.765
I259569,C597386,Female,51,Shoes,1,600.17,Cash,25/11/2022,Zorlu Center,540.153
I185879,C205024,Female,58,Shoes,2,1200.34,Debit Card,19/05/2022,Kanyon,1080.306
I329514,C320073,Female,43,Shoes,3,1800.51,Cash,20/02/2023,Forum Istanbul,1620.459
I957885,C161298,Female,41,Shoes,5,3000.85,Debit Card,12/7/2021,Mall of Istanbul,2700.765
I247040,C982533,Female,41,Shoes,5,3000.85,Cash,21/05/2021,Mall of Istanbul,2700.765
I284345,C149403,Female,45,Shoes,5,3000.85,Debit Card,11/4/2022,Kanyon,2700.765
I330674,C181316,Female,51,Shoes,4,2400.68,Credit Card,27/11/2021,Istinye Park,2160.612
I117306,C236602,Female,66,Shoes,4,2400.68,Cash,9/2/2021,Cevahir AVM,2160.612
I192659,C277731,Female,59,Shoes,2,1200.34,Debit Card,2/7/2021,Emaar Square Mall,1080.306
I104663,C159462,Female,44,Shoes,4,2400.68,Debit Card,29/12/2022,Mall of Istanbul,2160.612
I221804,C109529,Female,32,Shoes,4,2400.68,Debit Card,27/08/2021,Metrocity,2160.612
I182012,C436467,Female,63,Shoes,2,1200.34,Cash,19/03/2022,Mall of Istanbul,1080.306
I208751,C999024,Female,47,Shoes,3,1800.51,Cash,3/5/2022,Mall of Istanbul,1620.459
I114871,C340075,Female,57,Shoes,4,2400.68,Cash,19/05/2021,Viaport Outlet,2160.612
I846414,C183393,Female,51,Shoes,1,600.17,Credit Card,27/08/2022,Metrocity,540.153
I483830,C294946,Female,53,Shoes,5,3000.85,Cash,25/02/2023,Viaport Outlet,2700.765
I708222,C109443,Female,62,Shoes,5,3000.85,Cash,22/09/2022,Mall of Istanbul,2700.765
I122061,C298396,Female,41,Shoes,2,1200.34,Cash,11/10/2021,Emaar Square Mall,1080.306
I191521,C545263,Female,68,Shoes,2,1200.34,Credit Card,10/4/2021,Metrocity,1080.306
I130612,C120901,Female,55,Shoes,2,1200.34,Cash,7/12/2022,Emaar Square Mall,1080.306
I222861,C242540,Female,62,Shoes,5,3000.85,Credit Card,10/9/2022,Mall of Istanbul,2700.765
I756748,C557908,Female,33,Shoes,5,3000.85,Cash,14/01/2022,Metrocity,2700.765
I487794,C254077,Female,65,Shoes,1,600.17,Cash,9/6/2021,Mall of Istanbul,540.153
I115042,C138731,Female,58,Shoes,4,2400.68,Cash,26/06/2022,Viaport Outlet,2160.612
I685758,C122103,Female,38,Shoes,5,3000.85,Debit Card,21/09/2022,Kanyon,2700.765
I323282,C134774,Female,33,Shoes,5,3000.85,Cash,1/1/2021,Metrocity,2700.765
I140473,C208680,Female,36,Shoes,2,1200.34,Cash,18/11/2021,Metropol AVM,1080.306
I435727,C154106,Female,50,Shoes,5,3000.85,Cash,3/12/2021,Mall of Istanbul,2700.765
I343140,C268021,Female,42,Shoes,4,2400.68,Cash,11/8/2021,Viaport Outlet,2160.612
I293229,C102665,Female,61,Shoes,2,1200.34,Cash,9/7/2022,Emaar Square Mall,1080.306
I489901,C127564,Female,67,Shoes,3,1800.51,Cash,24/08/2021,Istinye Park,1620.459
I225453,C379209,Female,62,Shoes,1,600.17,Cash,15/12/2021,Mall of Istanbul,540.153
I109418,C272496,Female,52,Shoes,2,1200.34,Debit Card,19/01/2022,Mall of Istanbul,1080.306
I320369,C125376,Female,36,Shoes,5,3000.85,Cash,19/08/2022,Istinye Park,2700.765
I217977,C278065,Female,49,Shoes,2,1200.34,Debit Card,15/09/2021,Viaport Outlet,1080.306
I257199,C270239,Female,55,Shoes,4,2400.68,Credit Card,23/09/2021,Zorlu Center,2160.612
I270765,C216359,Female,55,Shoes,5,3000.85,Credit Card,28/06/2022,Viaport Outlet,2700.765
I292020,C241580,Female,64,Shoes,4,2400.68,Cash,7/11/2021,Cevahir AVM,2160.612
I201499,C125286,Female,50,Shoes,3,1800.51,Credit Card,31/07/2021,Forum Istanbul,1620.459
I149796,C121704,Female,52,Shoes,1,600.17,Cash,23/07/2021,Metropol AVM,540.153
I256298,C285274,Female,31,Shoes,5,3000.85,Debit Card,17/02/2022,Istinye Park,2700.765
I123154,C331272,Female,57,Shoes,2,1200.34,Cash,16/02/2023,Kanyon,1080.306
I212744,C297175,Female,54,Shoes,3,1800.51,Cash,28/08/2021,Kanyon,1620.459
I121999,C314473,Female,44,Shoes,3,1800.51,Credit Card,15/07/2022,Kanyon,1620.459
I302999,C205366,Female,62,Shoes,1,600.17,Cash,23/07/2022,Forum Istanbul,540.153
I138135,C247194,Female,54,Shoes,1,600.17,Credit Card,25/05/2022,Kanyon,540.153
I340326,C143671,Female,42,Shoes,2,1200.34,Cash,22/01/2022,Metrocity,1080.306
I269184,C247476,Female,35,Shoes,4,2400.68,Credit Card,30/01/2021,Istinye Park,2160.612
I153656,C273333,Female,48,Shoes,4,2400.68,Cash,29/01/2021,Mall of Istanbul,2160.612
I195025,C315136,Female,40,Shoes,5,3000.85,Cash,8/7/2022,Kanyon,2700.765
I108589,C229344,Female,64,Shoes,1,600.17,Cash,3/2/2021,Mall of Istanbul,540.153
I324851,C984524,Female,55,Shoes,3,1800.51,Cash,20/06/2022,Cevahir AVM,1620.459
I212776,C254563,Female,50,Shoes,4,2400.68,Credit Card,6/1/2023,Viaport Outlet,2160.612
I177116,C291202,Female,60,Shoes,4,2400.68,Cash,14/12/2021,Kanyon,2160.612
I182990,C192931,Female,51,Shoes,4,2400.68,Credit Card,1/12/2022,Emaar Square Mall,2160.612
I300497,C283787,Female,33,Shoes,5,3000.85,Cash,14/02/2021,Kanyon,2700.765
I599784,C331545,Female,46,Shoes,3,1800.51,Credit Card,24/09/2022,Metropol AVM,1620.459
I101103,C194266,Female,45,Shoes,4,2400.68,Cash,6/10/2021,Forum Istanbul,2160.612
I157001,C218694,Female,58,Shoes,2,1200.34,Credit Card,1/4/2022,Metrocity,1080.306
I179369,C297072,Female,44,Shoes,2,1200.34,Credit Card,20/02/2023,Zorlu Center,1080.306
I268551,C329930,Female,44,Shoes,2,1200.34,Cash,18/06/2022,Mall of Istanbul,1080.306
I190824,C152468,Female,50,Shoes,1,600.17,Credit Card,26/03/2021,Metropol AVM,540.153
I780426,C182090,Female,59,Shoes,1,600.17,Cash,4/3/2023,Viaport Outlet,540.153
I251706,C685322,Female,42,Shoes,2,1200.34,Cash,29/01/2023,Metrocity,1080.306
I339535,C170387,Female,66,Shoes,2,1200.34,Cash,31/03/2021,Kanyon,1080.306
I552532,C202766,Female,41,Shoes,4,2400.68,Credit Card,4/9/2021,Emaar Square Mall,2160.612
I274828,C239733,Female,55,Shoes,5,3000.85,Credit Card,3/8/2022,Kanyon,2700.765
I199748,C305982,Female,53,Shoes,3,1800.51,Cash,22/01/2021,Kanyon,1620.459
I175096,C258727,Female,61,Shoes,4,2400.68,Cash,4/7/2022,Mall of Istanbul,2160.612
I334879,C104078,Female,69,Shoes,1,600.17,Credit Card,12/10/2021,Kanyon,540.153
I231965,C329582,Female,64,Shoes,1,600.17,Debit Card,18/08/2021,Metrocity,540.153
I305541,C163004,Female,48,Shoes,1,600.17,Credit Card,29/01/2022,Zorlu Center,540.153
I102800,C211156,Female,40,Shoes,1,600.17,Credit Card,2/1/2022,Viaport Outlet,540.153
I552724,C338472,Female,39,Shoes,2,1200.34,Debit Card,10/1/2021,Istinye Park,1080.306
I270433,C112727,Female,61,Shoes,4,2400.68,Debit Card,29/09/2022,Forum Istanbul,2160.612
I337460,C234038,Female,56,Shoes,1,600.17,Credit Card,18/12/2021,Kanyon,540.153
I251523,C329460,Female,34,Shoes,3,1800.51,Debit Card,15/01/2022,Kanyon,1620.459
I291520,C437372,Female,32,Shoes,5,3000.85,Credit Card,26/05/2022,Metropol AVM,2700.765
I586417,C155135,Female,39,Shoes,1,600.17,Cash,25/01/2021,Kanyon,540.153
I285251,C324916,Female,67,Shoes,3,1800.51,Cash,2/5/2022,Metrocity,1620.459
I131331,C321912,Female,66,Shoes,4,2400.68,Cash,17/05/2022,Emaar Square Mall,2160.612
I245239,C130949,Female,48,Shoes,3,1800.51,Debit Card,18/02/2023,Istinye Park,1620.459
I571359,C153406,Female,58,Shoes,2,1200.34,Cash,24/08/2022,Kanyon,1080.306
I280966,C340317,Female,63,Shoes,5,3000.85,Credit Card,16/01/2021,Metrocity,2700.765
I283142,C211640,Female,69,Shoes,3,1800.51,Credit Card,15/12/2021,Metrocity,1620.459
I835598,C251623,Female,55,Shoes,5,3000.85,Cash,25/12/2022,Kanyon,2700.765
I257227,C334036,Female,58,Shoes,2,1200.34,Cash,17/04/2021,Mall of Istanbul,1080.306
I839580,C498081,Female,61,Shoes,4,2400.68,Debit Card,14/02/2023,Metrocity,2160.612
I317137,C104592,Female,33,Shoes,1,600.17,Cash,2/1/2023,Zorlu Center,540.153
I877973,C169010,Female,61,Shoes,5,3000.85,Credit Card,22/03/2022,Metrocity,2700.765
I203297,C113460,Female,35,Shoes,5,3000.85,Credit Card,19/05/2021,Cevahir AVM,2700.765
I218025,C762177,Female,64,Shoes,3,1800.51,Debit Card,15/01/2021,Emaar Square Mall,1620.459
I181924,C193452,Female,31,Shoes,3,1800.51,Cash,11/12/2022,Viaport Outlet,1620.459
I222735,C115741,Female,48,Shoes,3,1800.51,Credit Card,22/04/2022,Viaport Outlet,1620.459
I253522,C161644,Female,40,Shoes,3,1800.51,Credit Card,11/8/2022,Kanyon,1620.459
I226119,C154587,Female,57,Shoes,2,1200.34,Debit Card,24/02/2023,Viaport Outlet,1080.306
I255006,C155089,Female,40,Shoes,4,2400.68,Credit Card,10/5/2021,Mall of Istanbul,2160.612
I246054,C253509,Female,43,Shoes,2,1200.34,Debit Card,20/05/2021,Metrocity,1080.306
I130114,C135392,Female,64,Shoes,4,2400.68,Cash,5/2/2023,Kanyon,2160.612
I325823,C156485,Female,46,Shoes,4,2400.68,Cash,16/06/2021,Viaport Outlet,2160.612
I157564,C158742,Female,47,Shoes,3,1800.51,Cash,21/06/2022,Metrocity,1620.459
I178722,C248066,Female,55,Shoes,3,1800.51,Debit Card,10/10/2022,Mall of Istanbul,1620.459
I218944,C533967,Female,51,Shoes,4,2400.68,Cash,6/3/2023,Kanyon,2160.612
I200505,C271993,Female,57,Shoes,3,1800.51,Cash,1/4/2022,Istinye Park,1620.459
I276595,C118783,Female,51,Shoes,5,3000.85,Cash,3/8/2022,Mall of Istanbul,2700.765
I108634,C118084,Female,56,Shoes,2,1200.34,Debit Card,9/4/2021,Emaar Square Mall,1080.306
I979576,C156291,Female,34,Shoes,5,3000.85,Cash,15/12/2022,Metrocity,2700.765
I215335,C225429,Female,48,Shoes,3,1800.51,Credit Card,16/03/2021,Metropol AVM,1620.459
I205552,C190530,Female,63,Shoes,2,1200.34,Cash,10/5/2022,Kanyon,1080.306
I676747,C974464,Female,43,Shoes,1,600.17,Cash,27/02/2023,Kanyon,540.153
I766455,C101912,Female,59,Shoes,4,2400.68,Credit Card,27/07/2021,Emaar Square Mall,2160.612
I160419,C862089,Female,62,Shoes,2,1200.34,Cash,2/4/2022,Metrocity,1080.306
I261191,C109095,Female,60,Shoes,2,1200.34,Credit Card,3/12/2022,Mall of Istanbul,1080.306
I321120,C229363,Female,52,Shoes,5,3000.85,Credit Card,6/2/2023,Kanyon,2700.765
I138180,C825105,Female,59,Shoes,3,1800.51,Cash,31/10/2021,Kanyon,1620.459
I320483,C178254,Female,57,Shoes,2,1200.34,Debit Card,3/6/2021,Metropol AVM,1080.306
I144145,C214031,Female,59,Shoes,4,2400.68,Credit Card,25/06/2022,Mall of Istanbul,2160.612
I170254,C178603,Female,35,Shoes,2,1200.34,Cash,5/3/2023,Emaar Square Mall,1080.306
I120223,C204386,Female,58,Shoes,1,600.17,Cash,3/1/2022,Zorlu Center,540.153
I195740,C123216,Female,57,Shoes,4,2400.68,Credit Card,1/6/2022,Forum Istanbul,2160.612
I238634,C186521,Female,37,Shoes,3,1800.51,Credit Card,21/05/2021,Cevahir AVM,1620.459
I272427,C242993,Female,54,Shoes,4,2400.68,Credit Card,19/02/2023,Metrocity,2160.612
I243884,C814035,Female,34,Shoes,1,600.17,Cash,22/07/2022,Metrocity,540.153
I202180,C120911,Female,46,Shoes,2,1200.34,Cash,7/6/2022,Forum Istanbul,1080.306
I102989,C273531,Female,67,Shoes,2,1200.34,Cash,1/3/2021,Cevahir AVM,1080.306
I258419,C206512,Female,62,Shoes,2,1200.34,Cash,15/06/2022,Istinye Park,1080.306
I131772,C254308,Female,68,Shoes,3,1800.51,Cash,29/01/2021,Cevahir AVM,1620.459
I176965,C144537,Female,34,Shoes,3,1800.51,Cash,27/12/2021,Cevahir AVM,1620.459
